company_id,Company name,Company address,company_name_slug,company_no,reviews_count,average_company_rating,company_review_summary_url,company_review_url,foreign_company_id,map_address,map_latitude,map_longitude,industry,website_url,Secondary Address,Company Tel,Company Email,Contact Person,Position,FET,FCA,FOB,FCM,FOE,FOM,FIST,FCI,tertiary address
,META Research Sdn Bhd,"51-2 Jalan SL1/4, Bandar Sungai Long, Batu 11-1/4, Jalan Cheras, 43000 Kajang, Selangor",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
443545,METEORSOFT SDN.BHD.,"No 23-01, Oval Damansara, Jalan Damansara, Off LebuhRaya Sprint, Batu 7, Taman Tun Dr Ismail, 60000, Kuala Lumpu",meteorsoft-443545,647553-W,23,3.3043,/companies/443545/company-reviews/summary,/companies/443545/company-reviews,13293,"No 23-01, Oval Damansara, Jalan Damansara, Off LebuhRaya Sprint, Batu 7, Taman Tun Dr Ismail, 60000, Kuala Lumpu",3.13255,101.631051,Computer/Information Technology (Software),http://www.meteorsoft.com,,,,,,0,0,0,0,0,0,1,0,
1234381,METIER FOOD SDN. BHD.,,metier-food-163056378488367,1112779-W,0,0,/companies/163056378488367/company-reviews/summary,/companies/163056378488367/company-reviews,216986,,,,Consumer Products/FMCG,https://www.metierfood.com,,,,,,0,0,0,1,0,0,0,0,
439386,Mewaholeo Industries Sdn Bhd,"PLO 518, Jalan Besi Satu, Kawasan Perindustrian Pasir Gudang, 81700, Johor, Malaysia",mewaholeo-industries-439386,213028-M,50,3.34,/companies/439386/company-reviews/summary,/companies/439386/company-reviews,27,"PLO 518, Jalan Besi Satu, Kawasan Perindustrian Pasir Gudang, 81700, Johor, Malaysia",,,Manufacturing/Production,http://www.mewahgroup.com,,,,,,0,0,0,0,0,0,1,0,
440238,MFS Technology (M) Sdn Bhd,"Lot 5, Batu Berendam FTZ ,Phase 3,75350 Melaka",mfs-technology-m-440238,3162-X,50,3.86,/companies/440238/company-reviews/summary,/companies/440238/company-reviews,2667,"Lot 5, Batu Berendam FTZ ,Phase 3,75350 Melaka",2.205685,102.256155,Electrical & Electronics,http://www.mfstechnology.com,,,sanglikshien@mfstechnology.com,Ms. Sang Lik Shien, Quality Assurance Department Manager,1,0,0,0,0,0,0,0,
1236012,MH GLOBAL SDN BHD,No. 91 Jalan Bangsar 59200 Kuala Lumpur,mh-global-455927,651248U,11,3.2727,/companies/455927/company-reviews/summary,/companies/455927/company-reviews,52822,No. 91 Jalan Bangsar 59200 Kuala Lumpur,3.126769,101.678635,Manufacturing/Production,https://mhglobal.com/,,,,,,0,0,0,1,0,0,0,0,
,MICROSUN ENTERPRISE,"18, Jalan Mahligai",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
1.62134E+14,MICROTREE SDN. BHD.,"11-13 & 11-13A, 2 Rio Tower, Persiaran RIO Bandar Puteri, 47100 Puchong, Selangor Darul Ehsan, Malaysia.",microtree-162133685097564,631850-M,0,0,/companies/162133685097564/company-reviews/summary,/companies/162133685097564/company-reviews,209666,,,,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,1,0,
472894,Microvit Sdn Bhd,"Jln Mega 1/4 Taman Perindustrian Nusa Cemerlang, 79200 nusajaya Johor",microvit-472894,1108355-H,1,3,/companies/472894/company-reviews/summary,/companies/472894/company-reviews,95017,"Jln Mega 1/4 Taman Perindustrian Nusa Cemerlang, 79200 nusajaya Johor",1.4682,103.58256,Manufacturing/Production,,,,,,,1,0,0,0,0,0,0,0,
447704,MIE Industrial Sdn Bhd,"Wisma MIE, No 2 Jalan Industri PBP 2, Taman Industri Pusat Bandar Puchong 47100  Puchong Selangor Malaysia",mie-industrial-447704,433722-P,107,4.217,/companies/447704/company-reviews/summary,/companies/447704/company-reviews,26915,"Wisma MIE, No 2 Jalan Industri PBP 2, Taman Industri Pusat Bandar Puchong 47100  Puchong Selangor Malaysia",3.010338,101.616113,Construction/Building/Engineering,,,,,,,0,0,0,0,1,0,0,0,
,MIGHT,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,Mikroelectron,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,"AMMAN, Jordan. University Street, Khalifa Building 3rd floor"
1242812,MILKY TREE SDN. BHD.,"Unit No. E205, Phileo Damansara 1, No. 9 Jalan 16/11, Off Jalan Damansara, PJ",milky-tree-164870812970644,1248836-D,0,0,/companies/164870812970644/company-reviews/summary,/companies/164870812970644/company-reviews,252323,"Unit No. E205, Phileo Damansara 1, No. 9 Jalan 16/11, Off Jalan Damansara, PJ",,,Computer/Information Technology (Software),https://alvin0313mt.wixsite.com/website,,,,,,0,0,0,1,0,0,0,0,
,MILLONIAS SDN BHD,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
440051,MIMOS Berhad,Technology Park Malaysia 57000 Kuala Lumpur Malaysia,mimos-berhad-440051,336183-H,188,4.25,/companies/440051/company-reviews/summary,/companies/440051/company-reviews,1863,Technology Park  Malaysia,,,Computer/Information Technology (Software),,"Jalan Inovasi 3, Taman Teknologi Malaysia, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur. 57000 Kuala Lumpur Malaysia.",,,,,0,0,0,0,0,0,1,0,"Mimos Berhad, Technology Park Malaysia, 57000 Kuala Lumpur, Malaysia"
,Minara Technologies,Riyadh 11371,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
1246423,MINDS & BERRY SDN BHD,"Bandar Puteri, Puchong, Selangor, Malaysia.",minds-n-berry-462591,715625-W,3,4,/companies/462591/company-reviews/summary,/companies/462591/company-reviews,80324,"Bandar Puteri, Puchong, Selangor, Malaysia.",3.025581,101.616501,Advertising/Marketing/Promotion/PR,https://mindsberry.wixsite.com/mysite,,,,,,0,0,0,1,0,0,0,0,
,MINISTRY OF FINANCE,"MINISTRY OF FINANCE MALAYSIA NO. 5 PERSIARAN PERDANA PRESINT 2, FEDERAL GOVERNMENT ADMINISTRATIVE CENTRE, 62592 WP PUTRAJAYA",,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,
1013894,"Ministry of Science, Technology and Innovation","Floor 5, Block C4 & C5, Complex C, Federal Government Administrative Centre",ministry-of-science-technology-and-innovation-1013894,,13,4.3846,/companies/1013894/company-reviews/summary,/companies/1013894/company-reviews,115540,,,,Others,,,,,,,0,0,0,0,0,0,1,0,
,"MINISTRY XR, MONT KIARA KUALA LUMPUR",,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,Miraclewatts Enterprise,,,,,,,,,,,,,,,'016-3114356',suekmei@mw.my,Suek Mei, Director,0,1,0,0,0,0,0,0,
1251522,MIRAGE WORKS,,mirage-works-167419558562874,001486380-K,0,0,/companies/167419558562874/company-reviews/summary,/companies/167419558562874/company-reviews,315275,,,,Advertising/Marketing/Promotion/PR,,,,,,,0,0,0,1,0,0,0,0,
1255145,MIRAYI SDN. BHD,"Jalan SS 7/26, Kelana Jaya, 47301 Petaling Jaya, Selangor, Malaysia",mirayi-445393,686750-A,10,2.9,/companies/445393/company-reviews/summary,/companies/445393/company-reviews,19187,"Jalan SS 7/26, Kelana Jaya, 47301 Petaling Jaya, Selangor, Malaysia",3.104124,101.592303,Computer/Information Technology (Software),,,,,,,0,0,0,1,0,0,0,0,
,MISCHIEVOUS STUDIO,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,MISTY DAYDREAM,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,MLK Management Services,"No. 27, 27-1, Jalan TTC 26B, Taman Teknologi Cheng, 75250, Melaka.",,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,
,MMU CNERGY,"Ground Floor, FCI Building, Multimedia University, Persiaran Newron, 63100 Cyberjaya, Selangor",,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,
1.59E+14,MNJ GROUP SDN BHD,"block c - t.02 -u.08, no.1 jalan p8D, 62250 wp putrajaya",mnj-group-159470756095292,1237577-A,1,4,/companies/159470756095292/company-reviews/summary,/companies/159470756095292/company-reviews,189996,"block c - t.02 -u.08, no.1 jalan p8D, 62250 wp putrajaya",,,Oil/Gas/Petroleum,,,,,,,0,0,0,0,0,0,0,1,
644845,MNZWAJA,"4811-3A-43, CBD Perdana 2, Persiaran Flora,63000 Cyberjaya",mnzwaja-644845,AF001959,67,4.3134,/companies/644845/company-reviews/summary,/companies/644845/company-reviews,69216,"4811-3A-43, CBD Perdana 2, Persiaran Flora,63000 Cyberjaya",,,Accounting/Audit/Tax Services,http://www.mnzwaja.com,"19-2-1, Jln Wangsa Delima 5, Pusat Bandar Wangsa Maju, 53300 Kuala Lumpur",03-41431967,,,,0,0,0,0,0,1,0,0,
,MOABI PLT,"NO 56‐1, JALAN ORKID 1, TMN PAYA RUMPUT PERDANA",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
1.6373E+14,Mobius Digital Systems,"100.6.017, 129 Offices, Block J, Jaya One, No. 72A, Jalan Profesor Diraja Ungku Aziz, 46200 Petaling Jaya, Selangor, Malaysia.",mobius-digital-systems-163730297930332,1149960-T,0,0,/companies/163730297930332/company-reviews/summary,/companies/163730297930332/company-reviews,229280,,,,Computer/Information Technology (Software),,,,,,,0,0,0,0,0,0,1,0,
1269199,Modle Solutions,,modle-solutions-167094858579174,LLP0010180-LGN,0,0,/companies/167094858579174/company-reviews/summary,/companies/167094858579174/company-reviews,311927,,,,Others,,,,,,,0,0,0,1,0,0,0,0,
439410,Molex (Malaysia) Sdn Bhd,"Jalan Perusahaan, Kawasan Perindustrian Prai, 13600 Prai, Penang, Malaysia",molex-malaysia-439410,162032-P,95,3.9474,/companies/439410/company-reviews/summary,/companies/439410/company-reviews,106,"Jalan Perusahaan, Kawasan Perindustrian Prai, 13600 Prai, Penang, Malaysia",5.34249,100.423234,Electrical & Electronics,,,,MatSari MohamadRidzuan@molex.com,Mr. Mohamad Ridzuan Bin Mat Sari, Process Engineer,1,0,0,0,0,0,0,0,
,MOMIXX MALAYSIA SDN BHD,"No. A77, Jalan 1B-2 Kawasan Perusahaan MIEL, Sungai Lalang, 08000 Sungai Petani, Kedah",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
,MOMMY HANA CREATIVE SDN BHD,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
1280260,MOM'S HOUSE BABY SHOP,,moms-house-baby-shop-1255145,-,1,5,/companies/1255145/company-reviews/summary,/companies/1255145/company-reviews,153248,,,,Retail/Merchandise,,,,,,,0,0,0,1,0,0,0,0,
1282793,Mondoze Technology,,mondoze-technology-1234186,CA0298639-D,0,0,/companies/1234186/company-reviews/summary,/companies/1234186/company-reviews,147370,,,,Computer/Information Technology (Hardware),,,,,,,0,0,0,1,0,0,0,0,
466400,MoneyLion Malaysia Sdn Bhd,2A Jalan Stesen Sentral 2 Kuala Lumpur Sentral 50470 Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,moneylion-malaysia-466400,1067358-K,20,3.9,/companies/466400/company-reviews/summary,/companies/466400/company-reviews,87375,2A Jalan Stesen Sentral 2 Kuala Lumpur Sentral 50470 Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,,,Computer/Information Technology (Software),http://www.moneylion.com.my/,,,,,,0,0,0,0,0,0,0,1,
1016588,MONEYMATCH SDN. BHD.,"Unit 5.01, Menara LGB, 1 Jalan Wan Kadir, Taman Tun Dr Ismail, Kuala Lumpur",moneymatch-1016588,1133611-P,42,4.0714,/companies/1016588/company-reviews/summary,/companies/1016588/company-reviews,116770,"Unit 5.01, Menara LGB, 1 Jalan Wan Kadir, Taman Tun Dr Ismail, Kuala Lumpur",,,Banking/Financial Services,https://moneymatch.co/,,,,,,0,0,0,0,0,0,0,1,
,Monster Sound,,,,,,,,,,,,,,,'017-6088471',orealiasoliano@gkmonstersound.my,Orelia Anne Soliano, Managing Director,0,1,0,0,0,0,0,0,
,MOS ACCESS PORTAL SDN BHD (RAZER),"UOA CORPORATE TOWER, LOBBY A, AVENUE 10, THE VERTICAL, BANGSAR SOUTH CITY, JALAN KERINCHI, 59200, KUALA LUMPUR",,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,
,"MOTIONFIXO STUDIO SDN BHD, KUALA LUMPUR",,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,Motorgy,"Kuwait - motorgy, 8WMR+3PC, 12 St, Shuwaikh Industrial",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
609895,Motorola Solutions Malaysia Sdn Bhd,"Plot 2A, Medan Bayan Lepas, MUKIM 12, S.W.D, 11900 Bayan Lepas, Penang, Malaysia.",motorola-solutions-malaysia-609895,455657-H,86,4.3837,/companies/609895/company-reviews/summary,/companies/609895/company-reviews,1864,"Plot 2A, Medan Bayan Lepas, MUKIM 12, S.W.D, 11900 Bayan Lepas, Penang, Malaysia.",,,Electrical & Electronics,,,,,,,0,0,0,0,1,0,0,0,
1004533,Mountain Digital Agency,"No. 7-02, Jalan Adda 3/1, Taman Adda Height",mountain-digital-agency-1004533,JM0695726-A,0,0,/companies/1004533/company-reviews/summary,/companies/1004533/company-reviews,112376,"No. 7-02, Jalan Adda 3/1, Taman Adda Height",,,Computer/Information Technology (Software),https://mountain.com.my/,"7-02 Jalan Adda 3/1, Taman Adda Heights, Johor Bahru, 81100 Johor",,,,,0,0,0,0,0,0,0,1,
1.64326E+14,MOZA SECURITY SERVICES (M) SDN. BHD.,"I-80-1, Blok I, Bistari De Kota, Jalan Teknologi 3/9, Jalan PJU 5, Kota Damansara, 47810 Petaling Jaya, Selangor",moza-security-services-m-164326479598206,73704-V,0,0,/companies/164326479598206/company-reviews/summary,/companies/164326479598206/company-reviews,240991,,,,Arts/Design/Fashion,,,,,,,0,0,0,0,0,0,1,0,
,MS Creative Consultancy,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,
,MTC Global Tours Sdn. Bhd.,"No. 4b, Jalan Saga Emas 8A, Taman Saga Emas, 43000, Kajang, Selangor.",,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,
610513,Muehlbauer Technologies Sdn Bhd,"No.3, Jalan TU 62, Taman Tasik Utama Ayer Keroh, 75450 Melaka",muehlbauer-technologies-610513,740763-H,39,3.5128,/companies/610513/company-reviews/summary,/companies/610513/company-reviews,5394,"No.3, Jalan TU 62, Taman Tasik Utama Ayer Keroh, 75450 Melaka",,,Manufacturing/Production,http://www.muehlbauer.com.my,,,gurupalani.krishnan@muehlbauer.com.my,Gurupalani.krishnan, Group Leader,1,0,0,0,0,0,1,0,
,MUIN COMM Sdn. Bhd.,"No. 39-1, Jalan 5/76B, Desa Pandan 55100 Kuala Lumpur Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,
440277,Multimedia University (MMU),"Multimedia University, Persiaran Multimedia, Universiti Multimedia Malaysia, 63100 Cyberjaya, Selangor, Malaysia",multimedia-university-mmu-440277,436821-T,97,4,/companies/440277/company-reviews/summary,/companies/440277/company-reviews,2794,"Multimedia University, Persiaran Multimedia, Universiti Multimedia Malaysia, 63100 Cyberjaya, Selangor, Malaysia",,,Education,http://www.mmu.edu.my,,,,,,0,0,0,1,0,0,0,1,"Centre for Lifelong Education and Learning Innovation (LEARN)
Multimedia University, Cyberjaya Campus
Persiaran Multimedia, 63100 Cyberjaya, Selangor, Malaysia"
441467,My E.G. Services Bhd,"MYEG Tower, Empire City, No 8, Jalan Damansara, PJU 8, 47820 Petaling Jaya, Selangor.",my-eg-services-441467,505639-K,42,3.7143,/companies/441467/company-reviews/summary,/companies/441467/company-reviews,6766,"MYEG Tower, Empire City, No 8, Jalan Damansara, PJU 8, 47820 Petaling Jaya, Selangor.",,,Computer/Information Technology (Software),http://www.myeg.com.my,,,,,,0,0,0,0,0,0,0,1,
1294471,MY U PROPERTIES SDN BHD,"A-1-3A (LG Floor) Dataran Cascade, Jalan PJU 5/1, 47810 Petaling Jaya, Selangor",my-u-properties-157494553833153,1166745W,1,5,/companies/157494553833153/company-reviews/summary,/companies/157494553833153/company-reviews,179685,"A-1-3A (LG Floor) Dataran Cascade, Jalan PJU 5/1, 47810 Petaling Jaya, Selangor",,,Property/Real Estate,https://myurealty.com.my/,,,,,,0,0,0,1,0,0,0,0,
,MYITIMES,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
1.66817E+14,MYMAXPRO SDN. BHD.,"NO. 15, JALAN PK 8C KAWASAN PERINDUSTRIAN KRUBONG 75260 KRUBONG, MELAKA",mymaxpro-166816589851752,1457396-A,0,0,/companies/166816589851752/company-reviews/summary,/companies/166816589851752/company-reviews,308167,,,,Others,,,,,,,0,0,0,0,0,0,1,0,
1299362,N2N,"Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",n2n-443380,523137K,38,2.1842,/companies/443380/company-reviews/summary,/companies/443380/company-reviews,12851,"Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,,Computer/Information Technology (Software),http://www.n2nconnect.com/,,,,,,0,0,0,1,0,0,0,0,
,NAGA DDB,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
,Narabac Engineering Sdn. Bhd.,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,"Narabac Engineering Sdn Bhd, No. 229, Jalan KIP 7,Taman Perindustrian KIP,52200 Kuala Lumpur, Malaysia"
1.56E+14,Nasharuddin Wong & Co.,"3A01 BLOCK A PHILEO DAMANSARA 1, 46350 PETALING JAYA, SELANGOR.",nasharuddin-wong-n-co-156187727783362,AF 0981,0,0,/companies/156187727783362/company-reviews/summary,/companies/156187727783362/company-reviews,170118,"3A01 BLOCK A PHILEO DAMANSARA 1, 46350 PETALING JAYA, SELANGOR.",,,Accounting/Audit/Tax Services,,"No. 11-2, Jalan Selasih K U12/K,  Taman Cahaya Alam,  40170 Shah Alam, 
Selangor Darul Ehsan",,,,,0,0,1,0,0,0,0,0,
1300866,National University of Malaysia (UKM),,national-university-of-malaysia-ukm-1211960,389212687,19,4.7368,/companies/1211960/company-reviews/summary,/companies/1211960/company-reviews,121938,,,,Education,,,,,,,0,0,0,1,0,0,0,0,
445199,NationGate Solution (M) Sdn Bhd,"2005, Tingkat Perusahaan 1, Kawasan Perindustrian Prai, 13600 Perai, Penang, Malaysia.",nationgate-solution-m-445199,896101-U,36,2.8889,/companies/445199/company-reviews/summary,/companies/445199/company-reviews,18508,"2005, Tingkat Perusahaan 1, Kawasan Perindustrian Prai, 13600 Perai, Penang, Malaysia.",5.378794,100.38728,Electrical & Electronics,http://www.nationgate.com.my,,,,,,0,0,0,0,0,0,1,0,
440186,Natsoft (M) Sdn Bhd (Natsoft Group of Companies),12A Jalan BM 1/2 Petaling Jaya Selangor Malaysia,natsoft-m-natsoft-group-of-companies-440186,,1,5,/companies/440186/company-reviews/summary,/companies/440186/company-reviews,2521,12A Jalan BM 1/2 Petaling Jaya Selangor Malaysia,3.125418,101.595853,Computer/Information Technology (Software),,,,,,,0,0,0,0,1,0,0,0,
,NATUREA SDN BHD,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,
610398,NEP Holdings (Malaysia) Berhad,"Blok B, south City Plaza, Persiaran Serdang Perdana, Taman Serdang Perdana,Seksyen 1, 43300 Seri Kembangan, Selangor, Malaysia",nep-holdings-malaysia-berhad-610398,333843-V,6,4.3333,/companies/610398/company-reviews/summary,/companies/610398/company-reviews,4836,"Blok B, south City Plaza, Persiaran Serdang Perdana, Taman Serdang Perdana,Seksyen 1, 43300 Seri Kembangan, Selangor, Malaysia",,,Food & Beverage/Catering/Restaurant,http://arissto.com/my,,,,,,0,0,0,0,0,0,0,1,
1.61E+14,Nestle Mnufacturing SDB BHD,,nestle-mnufacturing-sdb-161236962942529,,4,4.5,/companies/161236962942529/company-reviews/summary,/companies/161236962942529/company-reviews,201362,,,,Insurance,,,,yuganeswaran.arumugam@my.nestle.com,Yuganeswaran Arumugam, Plant Engineer,1,0,0,0,0,0,0,0,"Level 22, 1 Powerhouse, No.1, Persiaran Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor"
451410,Net Onboard Sdn Bhd,"26-4 & 26-5, Prima Bizwalk Business Park,
Jalan Tasik Prima 6/2,
Taman Tasik Prima,
 47150, Puchong, Selangor",net-onboard-451410,796213-D,4,4.75,/companies/451410/company-reviews/summary,/companies/451410/company-reviews,38762,"26-4 & 26-5, Prima Bizwalk Business Park,
Jalan Tasik Prima 6/2,
Taman Tasik Prima,
 47150, Puchong, Selangor",,,Computer/Information Technology (Software),https://www.netonboard.com,,,,,,0,0,0,0,1,0,0,0,
462403,NETIZEN TESTING SDN. BHD.,"Tower 3-13-7, UOA Business Park, Jalan Pengaturcara U1/51A, 40150 Shah Alam, Selangor",netizen-testing-462403,987203-T,5,5,/companies/462403/company-reviews/summary,/companies/462403/company-reviews,79853,"Tower 3-13-7, UOA Business Park, Jalan Pengaturcara U1/51A, 40150 Shah Alam, Selangor",3.085706,101.586282,Computer/Information Technology (Software),http://www.netizenexperience.com,,,,,,0,0,0,0,0,0,0,1,
,NETWORK FOR ELECTRONIC TRANSFERS (MALAYSIA) SDN BHD,"Level 19.01 Wisma Lee Rubber, No. 1, Jalan Melaka, 50100 Kuala Lumpur, Malaysia",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,
656618,Nex Instrument Inc,52A Jalan MP 10 Taman Melaka Permai 75320 Melaka Malaysia,nex-instrument-inc-656618,LL06801,1,5,/companies/656618/company-reviews/summary,/companies/656618/company-reviews,96740,52A Jalan MP 10 Taman Melaka Permai 75320 Melaka Malaysia,2.194418,102.249063,Electrical & Electronics,,,,,,,0,0,0,0,0,0,1,0,
463024,Nexagate Sdn Bhd,"C-G-03, SME Technopreneur Centre 1 Cyberjaya Selangor Malaysia",nexagate-463024,918515-W,11,4.7273,/companies/463024/company-reviews/summary,/companies/463024/company-reviews,81402,"C-G-03, SME Technopreneur Centre 1 Cyberjaya Selangor Malaysia",2.927628,101.661857,"Consulting (IT, Science, Engineering & Technical)",http://www.nexagate.com,"BO2-D-13A-1, Boutique Office 2, Menara 3, Jalan Bangsar, Kampung Haji Abdullah Hukum, 59200 Kuala Lumpur",,,,,0,0,0,0,0,0,0,1,
1308017,Nexasoft Sdn.Bhd.,"2A-3, JALAN PJS 8/6, SUNWAY MENTARI JALAN PJS 8/6",nexasoft-1221617,1238885-U,2,1,/companies/1221617/company-reviews/summary,/companies/1221617/company-reviews,125037,"2A-3, JALAN PJS 8/6, SUNWAY MENTARI JALAN PJS 8/6",,,Computer/Information Technology (Software),https://www.nexasoft.my/,,,,,,0,0,0,1,0,0,0,0,
,Next Gen Technology,"No. B-02-09, Cyber Square, Cyber 5 63000 Cyberjaya Selangor Malaysia.",,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,
,Noble Unity Technology Sdn Bhd,"No.691, Jalan Taman Kaya Dua. Taman Kaya. 34000 Taiping, Perak.",,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,
440112,Northport (Malaysia) Bhd,"Jalan Pelabuhan Utara, 42000 Port Klang, Selangor, Malaysia",northport-malaysia-440112,146850-A,87,4.1264,/companies/440112/company-reviews/summary,/companies/440112/company-reviews,2305,"Jalan Pelabuhan Utara, 42000 Port Klang, Selangor, Malaysia",3.013893,101.388003,Transportation/Logistics,,,,,,,0,0,0,0,1,0,0,0,
649219,NSR MAJU ENGINEERING & SUPPLIES SDN BHD,"Kampung Mengkuang Ulu, 14400 Bukit Mertajam, Penang, Malaysia",nsr-maju-engineering-n-supplies-649219,608290-D,6,4,/companies/649219/company-reviews/summary,/companies/649219/company-reviews,75376,"Kampung Mengkuang Ulu, 14400 Bukit Mertajam, Penang, Malaysia",5.401848,100.484634,Construction/Building/Engineering,,"Lot 1270, Mukim 5 Kubang Semang, 14400 Bukit Mertajam,  14400 Pulau Pinang Malaysia.",,,,,0,0,0,0,1,0,0,0,
1230331,Ntech Systems Sdn Bhd,"E-2, 22, IOI Boulevard Puchong, Bandar Puchong Jaya, 47100 Puchong, Selangor",ntech-systems-1230331,1220057-X,0,0,/companies/1230331/company-reviews/summary,/companies/1230331/company-reviews,146046,"E-2, 22, IOI Boulevard Puchong, Bandar Puchong Jaya, 47100 Puchong, Selangor",,,Computer/Information Technology (Hardware),,,,,,,0,0,0,0,0,0,0,1,
1317645,Nuffnang Sdn Bhd (Netcentric Group),"Level 9, Menara HLX, No 3 Jalan Kia Peng, 50450 Kuala Lumpur, Malaysia.",nuffnang-netcentric-group-451902,749948-T,9,3.3333,/companies/451902/company-reviews/summary,/companies/451902/company-reviews,40349,"Level 9, Menara HLX, No 3 Jalan Kia Peng, 50450 Kuala Lumpur, Malaysia.",,,Advertising/Marketing/Promotion/PR,,,,,,,0,0,0,1,0,0,0,0,
,Nuvista Media Sdn Bhd,,,,,,,,,,,,,,,'013-6791105',amira@nuvista.tv,Amira Afendi, Assistant Producer,0,1,0,0,0,0,0,0,
457387,"O.L. Yeo & Co, Melaka","No.110 A & B Jalan Melaka Raya 25, Taman Melaka Raya, 75000 Melaka.",ol-yeo-n-co-melaka-457387,AF0105,8,4.25,/companies/457387/company-reviews/summary,/companies/457387/company-reviews,57697,"No.110 A & B Jalan Melaka Raya 25, Taman Melaka Raya, 75000 Melaka.",2.1895,102.245645,Accounting/Audit/Tax Services,,,,,,,0,0,1,0,0,0,0,0,
1.63E+14,Oaks Solutions,"F-07-03, Emporis Persiaran Surian, Jalan Teknologi Seksyen 3, Kota Damansara, Sungai Buloh, 47810 Petaling Jaya, Selangor",oaks-solutions-162574314171544,SA0544562-V,0,0,/companies/162574314171544/company-reviews/summary,/companies/162574314171544/company-reviews,212415,"F-07-03, Emporis Persiaran Surian, Jalan Teknologi Seksyen 3, Kota Damansara, Sungai Buloh, 47810 Petaling Jaya, Selangor",,,Others,,,,,,,0,0,0,0,0,0,0,1,
1319304,OBSNAP INSTRUMENTS SDN BHD,"29 Jalan SS 15/4C, SS 15, 47500 Subang Jaya, Selangor, Malaysia",obsnap-instruments-442254,599642-A,2,5,/companies/442254/company-reviews/summary,/companies/442254/company-reviews,9350,"29 Jalan SS 15/4C, SS 15, 47500 Subang Jaya, Selangor, Malaysia",,,Electrical & Electronics,http://www.obsnap.com,,,,,,0,0,0,1,0,0,0,0,
440209,OCBC Bank (Malaysia) Berhad,"Menara OCBC
18 Jalan Tun Perak
50050 Kuala L5umpur
Malaysia",ocbc-bank-malaysia-berhad-440209,295400-W,220,3.9045,/companies/440209/company-reviews/summary,/companies/440209/company-reviews,2578,"Menara OCBC
18 Jalan Tun Perak
50050 Kuala L5umpur
Malaysia",,,Banking/Financial Services,https://www.ocbc.com.my/group/careers,"4th Floor, Wisma Lee Rubber, 1 Jalan Melaka, 50100 KL, MYS",,,,,0,0,0,0,0,0,0,1,
1.67506E+14,Ocean Labs Technology Sdn Bhd,"31-01, Q Sentral, 2A, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",ocean-labs-technology-167505938997708,1492266-T,0,0,/companies/167505938997708/company-reviews/summary,/companies/167505938997708/company-reviews,315957,"31-01, Q Sentral, 2A, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,,Computer/Information Technology (Software),https://oceanlabs.asia,,,,,,0,0,0,0,0,0,1,0,
